"","Park","EcoSite","EventYear","Plot","EventPanel","Transect","Quadrat","rownumber","S.obs","S.chao1","se.chao1","S.ACE","se.ACE","simpson","shannon","invD"
"4259","WUPA","S",2021,"S14","B","B","4",4259,4,10,6.97137002317335,NA,NA,0.0953606384362936,0.241863754245072,1.10541287775878
"4260","WUPA","S",2021,"S14","B","B","5",4260,4,10,6.97137002317335,NA,NA,0.459183673469388,0.895332665968091,1.84905660377358
"4261","WUPA","S",2021,"S14","B","C","1",4261,3,6,4.28660704987056,NA,NA,0.467542548855984,0.756489586321659,1.87808433866676
"4262","WUPA","S",2021,"S14","B","C","2",4262,2,3,2.04124145231932,NA,NA,0.191326530612245,0.340499778471299,1.23659305993691
"4263","WUPA","S",2021,"S14","B","C","3",4263,3,6,4.28660704987056,NA,NA,0.221606648199446,0.445952422313538,1.2846975088968
"4264","WUPA","S",2021,"S14","B","C","4",4264,3,6,4.28660704987056,NA,NA,0.519031141868512,0.776065020108443,2.07913669064748
"4265","WUPA","S",2021,"S14","B","C","5",4265,4,10,6.97137002317335,NA,NA,0.384995835068721,0.715604615450741,1.62600524845509
"4266","WUPA","S",2010,"S15","C","A","1",4266,4,10,6.97137002317335,NA,NA,0.725,1.38314875124874,3.63636363636364
"4267","WUPA","S",2010,"S15","C","A","2",4267,8,36,21.202725191719,NA,NA,0.518518518518519,1.07313039933818,2.07692307692308
"4268","WUPA","S",2010,"S15","C","A","3",4268,7,28,17.1846588560844,NA,NA,0.601834669654424,1.10357059643772,2.51151952163208
"4269","WUPA","S",2010,"S15","C","A","4",4269,9,45,25.4911749434976,NA,NA,0.767722117202268,1.65583933845165,4.30518819938962
"4270","WUPA","S",2010,"S15","C","A","5",4270,6,21,13.4562784071759,NA,NA,0.524015602864406,1.03601658122281,2.1009092021038
"4271","WUPA","S",2010,"S15","C","B","1",4271,4,10,6.97137002317335,NA,NA,0.759678597516435,1.48899800147904,4.16109422492401
"4272","WUPA","S",2010,"S15","C","B","2",4272,6,21,13.4562784071759,NA,NA,0.666666666666667,1.35838142726986,3
"4273","WUPA","S",2010,"S15","C","B","3",4273,7,28,17.1846588560844,NA,NA,0.753640265970878,1.57205080942788,4.05910488554834
"4274","WUPA","S",2010,"S15","C","B","4",4274,7,28,17.1846588560844,NA,NA,0.800950887167925,1.81200506890194,5.02388574242797
"4275","WUPA","S",2010,"S15","C","B","5",4275,7,28,17.1846588560844,NA,NA,0.699167657550535,1.51347023857835,3.32411067193676
"4276","WUPA","S",2010,"S15","C","C","1",4276,7,28,17.1846588560844,NA,NA,0.730795847750865,1.53589748988793,3.7146529562982
"4277","WUPA","S",2010,"S15","C","C","2",4277,7,28,17.1846588560844,NA,NA,0.706358576488447,1.44709663049749,3.4055140723722
"4278","WUPA","S",2010,"S15","C","C","3",4278,5,15,10.041580220928,NA,NA,0.663574861070096,1.18587361768021,2.97242947771616
"4279","WUPA","S",2010,"S15","C","C","4",4279,7,28,17.1846588560844,NA,NA,0.707692307692308,1.48348965585713,3.42105263157895
"4280","WUPA","S",2010,"S15","C","C","5",4280,6,21,13.4562784071759,NA,NA,0.740816326530612,1.59622521736549,3.85826771653543
"4281","WUPA","S",2015,"S15","C","A","1",4281,5,15,10.041580220928,NA,NA,0.81165452653486,1.70002642781283,5.30939226519337
"4282","WUPA","S",2015,"S15","C","A","2",4282,7,28,17.1846588560844,NA,NA,0.565743944636678,1.19584628853938,2.30278884462151
"4283","WUPA","S",2015,"S15","C","A","3",4283,6,21,13.4562784071759,NA,NA,0.515216933145744,0.87268668596962,2.06277831956667
"4284","WUPA","S",2015,"S15","C","A","4",4284,8,36,21.202725191719,NA,NA,0.745086907153463,1.53250736821168,3.92290560219291
"4285","WUPA","S",2015,"S15","C","A","5",4285,4,10,6.97137002317335,NA,NA,0.400988520408163,0.702883036672877,1.66941708810221
"4286","WUPA","S",2015,"S15","C","B","1",4286,7,28,17.1846588560844,NA,NA,0.622280991735537,1.2444176709769,2.6474706809032
"4287","WUPA","S",2015,"S15","C","B","2",4287,9,45,25.4911749434976,NA,NA,0.303970154854803,0.744125527390959,1.43672000126861
"4288","WUPA","S",2015,"S15","C","B","3",4288,8,36,21.202725191719,NA,NA,0.710067380103052,1.51318277333157,3.44907723855092
"4289","WUPA","S",2015,"S15","C","B","4",4289,8,36,21.202725191719,NA,NA,0.81163811874002,1.75999671874906,5.30892977555149
"4290","WUPA","S",2015,"S15","C","B","5",4290,7,28,17.1846588560844,NA,NA,0.737906476753561,1.42249641266931,3.81543194052807
"4291","WUPA","S",2015,"S15","C","C","1",4291,6,21,13.4562784071759,NA,NA,0.609235947606864,1.09508431506834,2.55908903051791
"4292","WUPA","S",2015,"S15","C","C","2",4292,6,21,13.4562784071759,NA,NA,0.568953350449679,1.01392951620999,2.31993451530879
"4293","WUPA","S",2015,"S15","C","C","3",4293,7,28,17.1846588560844,NA,NA,0.599850451316563,1.03598540075952,2.49906567004805
"4294","WUPA","S",2015,"S15","C","C","4",4294,8,36,21.202725191719,NA,NA,0.783,1.72822195421073,4.60829493087558
"4295","WUPA","S",2015,"S15","C","C","5",4295,7,28,17.1846588560844,NA,NA,0.633495583198125,1.28188639629509,2.72848007870143
"4296","WUPA","S",2017,"S15","C","A","1",4296,4,10,6.97137002317335,NA,NA,0.666666666666667,1.27464262571977,3
"4297","WUPA","S",2017,"S15","C","A","2",4297,6,21,13.4562784071759,NA,NA,0.698666897506925,1.38678960193124,3.31858661304223
"4298","WUPA","S",2017,"S15","C","A","3",4298,5,15,10.041580220928,NA,NA,0.379152038887389,0.787165874749292,1.61070030448021
"4299","WUPA","S",2017,"S15","C","A","4",4299,6,21,13.4562784071759,NA,NA,0.763552479815456,1.56461154562915,4.22926829268293
"4300","WUPA","S",2017,"S15","C","A","5",4300,3,6,4.28660704987056,NA,NA,0.5472,0.917357387831214,2.20848056537102
"4301","WUPA","S",2017,"S15","C","B","1",4301,5,15,10.041580220928,NA,NA,0.683710737764792,1.33446049768494,3.16166281755196
"4302","WUPA","S",2017,"S15","C","B","2",4302,6,21,13.4562784071759,NA,NA,0.642219387755102,1.2137782619379,2.79500891265597
"4303","WUPA","S",2017,"S15","C","B","3",4303,7,28,17.1846588560844,NA,NA,0.714648650683127,1.50555235552615,3.50445162566774
"4304","WUPA","S",2017,"S15","C","B","4",4304,7,28,17.1846588560844,NA,NA,0.789708506841166,1.67802319750538,4.75530410183876
"4305","WUPA","S",2017,"S15","C","B","5",4305,6,21,13.4562784071759,NA,NA,0.718435293261181,1.37792924610268,3.55158148754633
"4306","WUPA","S",2017,"S15","C","C","1",4306,5,15,10.041580220928,NA,NA,0.403052375997225,0.782427699869852,1.67518884369553
"4307","WUPA","S",2017,"S15","C","C","2",4307,5,15,10.041580220928,NA,NA,0.635743837771692,1.2059446939921,2.74532074868021
"4308","WUPA","S",2017,"S15","C","C","3",4308,4,10,6.97137002317335,NA,NA,0.661831674818688,1.17089006626476,2.9571072319202
"4309","WUPA","S",2017,"S15","C","C","4",4309,6,21,13.4562784071759,NA,NA,0.694119532126262,1.37801097467165,3.26925091671032
"4310","WUPA","S",2017,"S15","C","C","5",4310,3,6,4.28660704987056,NA,NA,0.662049861495845,1.21674240055705,2.95901639344262
"4311","WUPA","S",2021,"S15","C","A","1",4311,4,10,6.97137002317335,NA,NA,0.208620413395289,0.468875399823687,1.2636161166228
"4312","WUPA","S",2021,"S15","C","A","2",4312,7,28,17.1846588560844,NA,NA,0.417716724325143,0.946126580535499,1.71737716292988
"4313","WUPA","S",2021,"S15","C","A","3",4313,8,36,21.202725191719,NA,NA,0.663374485596708,1.40673394987578,2.97066014669927
"4314","WUPA","S",2021,"S15","C","A","4",4314,8,36,21.202725191719,NA,NA,0.746666666666667,1.58710756535408,3.94736842105263
"4315","WUPA","S",2021,"S15","C","A","5",4315,6,21,13.4562784071759,NA,NA,0.70263671875,1.36063826177426,3.36288998357964
"4316","WUPA","S",2021,"S15","C","B","1",4316,7,28,17.1846588560844,NA,NA,0.48174513057909,1.03651975788661,1.92955254065897
"4317","WUPA","S",2021,"S15","C","B","2",4317,5,15,10.041580220928,NA,NA,0.102186639118457,0.265849318690641,1.11381724038738
"4318","WUPA","S",2021,"S15","C","B","3",4318,7,28,17.1846588560844,NA,NA,0.769120301189621,1.63207317416022,4.33125998150794
"4319","WUPA","S",2021,"S15","C","B","4",4319,7,28,17.1846588560844,NA,NA,0.773785903971185,1.69529633674565,4.42059101335852
"4320","WUPA","S",2021,"S15","C","B","5",4320,7,28,17.1846588560844,NA,NA,0.72315177405957,1.52432321800354,3.61208744106301
"4321","WUPA","S",2021,"S15","C","C","1",4321,7,28,17.1846588560844,NA,NA,0.332797662527392,0.763773567904938,1.49879570834246
"4322","WUPA","S",2021,"S15","C","C","2",4322,6,21,13.4562784071759,NA,NA,0.679439122587811,1.30276413195073,3.1195322650498
"4323","WUPA","S",2021,"S15","C","C","3",4323,6,21,13.4562784071759,NA,NA,0.552042284356039,0.957225755478654,2.23235355721567
"4324","WUPA","S",2021,"S15","C","C","4",4324,7,28,17.1846588560844,NA,NA,0.65838716863444,1.37319045774227,2.92729051190088
"4325","WUPA","S",2021,"S15","C","C","5",4325,9,45,25.4911749434976,NA,NA,0.447590719809637,1.00979968655594,1.81025199224639
"4326","WUPA","S",2010,"S16","C","A","1",4326,5,15,10.041580220928,NA,NA,0.693104093595494,1.30765413522745,3.25843381788855
"4327","WUPA","S",2010,"S16","C","A","2",4327,2,3,2.04124145231932,NA,NA,0.1171875,0.233791658706459,1.13274336283186
"4328","WUPA","S",2010,"S16","C","A","3",4328,3,6,4.28660704987056,NA,NA,0.376766091051805,0.678266355139305,1.60453400503778
"4329","WUPA","S",2010,"S16","C","A","4",4329,4,10,6.97137002317335,NA,NA,0.355712225604871,0.707680095926598,1.55210146729669
"4330","WUPA","S",2010,"S16","C","A","5",4330,6,21,13.4562784071759,NA,NA,0.613423517169615,1.2522749877438,2.58681022880215
"4331","WUPA","S",2010,"S16","C","B","1",4331,3,6,4.28660704987056,NA,NA,0.151681444636678,0.342064789467089,1.17880246008731
"4332","WUPA","S",2010,"S16","C","B","2",4332,6,21,13.4562784071759,NA,NA,0.687523234865166,1.28754707485829,3.20023794271072
"4333","WUPA","S",2010,"S16","C","B","3",4333,6,21,13.4562784071759,NA,NA,0.654882279918089,1.2089149103954,2.89756202539429
"4334","WUPA","S",2010,"S16","C","B","4",4334,6,21,13.4562784071759,NA,NA,0.653350830078125,1.25220699690658,2.88476098248085
"4335","WUPA","S",2010,"S16","C","B","5",4335,5,15,10.041580220928,NA,NA,0.648650169916062,1.12764091161857,2.84616616937341
"4336","WUPA","S",2010,"S16","C","C","1",4336,3,6,4.28660704987056,NA,NA,0.442329873125721,0.70898665256545,1.79317476732161
"4337","WUPA","S",2010,"S16","C","C","2",4337,6,21,13.4562784071759,NA,NA,0.52348138088292,0.885831201713178,2.0985538862109
"4338","WUPA","S",2010,"S16","C","C","3",4338,5,15,10.041580220928,NA,NA,0.161099643460311,0.353058414695109,1.19203668493457
"4339","WUPA","S",2010,"S16","C","C","4",4339,2,3,2.04124145231932,NA,NA,0.458677685950413,0.755982915544612,1.84732824427481
"4340","WUPA","S",2010,"S16","C","C","5",4340,3,6,4.28660704987056,NA,NA,0.448979591836735,0.796311640173813,1.81481481481481
"4341","WUPA","S",2015,"S16","C","A","1",4341,2,3,2.04124145231932,NA,NA,0.67578125,1.24200677875873,3.08433734939759
"4342","WUPA","S",2015,"S16","C","A","2",4342,3,6,4.28660704987056,NA,NA,0.214532871972318,0.443757284260148,1.27312775330396
"4343","WUPA","S",2015,"S16","C","A","3",4343,3,6,4.28660704987056,NA,NA,0.17527943097692,0.339601962266353,1.2125319017865
"4344","WUPA","S",2015,"S16","C","A","4",4344,4,10,6.97137002317335,NA,NA,0.476611517834603,0.708711937678693,1.9106266837641
"4345","WUPA","S",2015,"S16","C","A","5",4345,6,21,13.4562784071759,NA,NA,0.366481994459834,0.851138417463408,1.57848710100568
"4346","WUPA","S",2015,"S16","C","B","1",4346,2,3,2.04124145231932,NA,NA,0.442448979591837,0.772802246315227,1.79355783308931
"4347","WUPA","S",2015,"S16","C","B","2",4347,5,15,10.041580220928,NA,NA,0.61110278999469,1.16522881224627,2.57137355134624
"4348","WUPA","S",2015,"S16","C","B","3",4348,5,15,10.041580220928,NA,NA,0.576398346124159,1.0441330715165,2.36070844117408
"4349","WUPA","S",2015,"S16","C","B","4",4349,5,15,10.041580220928,NA,NA,0.6452217656892,1.20254127642445,2.81866220441235
"4350","WUPA","S",2015,"S16","C","B","5",4350,4,10,6.97137002317335,NA,NA,0.645913551009384,1.07842116542435,2.82416907749695
"4351","WUPA","S",2015,"S16","C","C","1",4351,1,1,0,NA,NA,0.119140625,0.277113357491456,1.13525498891353
"4352","WUPA","S",2015,"S16","C","C","2",4352,5,15,10.041580220928,NA,NA,0.488443966675625,0.928817565982201,1.95482006829525
"4353","WUPA","S",2015,"S16","C","C","3",4353,3,6,4.28660704987056,NA,NA,0.235234491005925,0.47891584416558,1.3075903505577
"4354","WUPA","S",2015,"S16","C","C","4",4354,1,1,0,NA,NA,0.40625,0.735621939758795,1.68421052631579
"4355","WUPA","S",2015,"S16","C","C","5",4355,5,15,10.041580220928,NA,NA,0.602508650519031,1.06035476818938,2.51577801958651
"4356","WUPA","S",2017,"S16","C","A","1",4356,3,6,4.28660704987056,NA,NA,0.608362268518518,1.02819848935918,2.5533801256003
"4357","WUPA","S",2017,"S16","C","A","2",4357,2,3,2.04124145231932,NA,NA,0.277777777777778,0.450561208866305,1.38461538461538
"4358","WUPA","S",2017,"S16","C","A","3",4358,2,3,2.04124145231932,NA,NA,0.165289256198347,0.304636097349238,1.1980198019802
"4359","WUPA","S",2017,"S16","C","A","4",4359,3,6,4.28660704987056,NA,NA,0.467542548855984,0.756489586321659,1.87808433866676
"4360","WUPA","S",2017,"S16","C","A","5",4360,6,21,13.4562784071759,NA,NA,0.574274382549126,1.04995013018082,2.3489307643447
"4361","WUPA","S",2017,"S16","C","B","1",4361,3,6,4.28660704987056,NA,NA,0.454815695600476,0.759205630424093,1.83424209378408
"4362","WUPA","S",2017,"S16","C","B","2",4362,5,15,10.041580220928,NA,NA,0.642574209007776,1.23706747245275,2.79778355452182
"4363","WUPA","S",2017,"S16","C","B","3",4363,5,15,10.041580220928,NA,NA,0.7085346215781,1.30902756399806,3.43093922651934
"4364","WUPA","S",2017,"S16","C","B","4",4364,5,15,10.041580220928,NA,NA,0.638244469145541,1.16392923087864,2.76429775002478
"4365","WUPA","S",2017,"S16","C","B","5",4365,5,15,10.041580220928,NA,NA,0.647192028985507,1.08971504320746,2.83440308087291
"4366","WUPA","S",2017,"S16","C","C","1",4366,1,1,0,NA,NA,0.467863894139887,0.727409342871751,1.87921847246892
"4367","WUPA","S",2017,"S16","C","C","2",4367,5,15,10.041580220928,NA,NA,0.527662044942285,0.941990325785633,2.11712819029716
"4368","WUPA","S",2017,"S16","C","C","3",4368,3,6,4.28660704987056,NA,NA,0.537572472155081,0.882821674721231,2.16250101861445
"4369","WUPA","S",2017,"S16","C","C","4",4369,1,1,0,NA,NA,0.568047337278107,0.911017539712563,2.31506849315069
"4370","WUPA","S",2017,"S16","C","C","5",4370,4,10,6.97137002317335,NA,NA,0.636925557645794,1.10632587264985,2.75425610658771
"4371","WUPA","S",2021,"S16","C","A","1",4371,4,10,6.97137002317335,NA,NA,0.718219260493313,1.33172078901649,3.54885859747085
"4372","WUPA","S",2021,"S16","C","A","2",4372,3,6,4.28660704987056,NA,NA,0.592592592592593,0.995026990179521,2.45454545454546
"4373","WUPA","S",2021,"S16","C","A","3",4373,2,3,2.04124145231932,NA,NA,0.341796875,0.525321319515595,1.51928783382789
"4374","WUPA","S",2021,"S16","C","A","4",4374,4,10,6.97137002317335,NA,NA,0.650362805697393,1.17275315031927,2.86010760953113
"4375","WUPA","S",2021,"S16","C","A","5",4375,4,10,6.97137002317335,NA,NA,0.68703943596169,1.21890860862924,3.19529076474181
"4376","WUPA","S",2021,"S16","C","B","1",4376,3,6,4.28660704987056,NA,NA,0.618556701030928,1.04657196819779,2.62162162162162
"4377","WUPA","S",2021,"S16","C","B","2",4377,6,21,13.4562784071759,NA,NA,0.751069514333951,1.52486986019559,4.01718575097123
"4378","WUPA","S",2021,"S16","C","B","3",4378,6,21,13.4562784071759,NA,NA,0.753212396069539,1.4987900561187,4.052067381317
"4379","WUPA","S",2021,"S16","C","B","4",4379,5,15,10.041580220928,NA,NA,0.759939361337963,1.45903648008842,4.16561417804034
"4380","WUPA","S",2021,"S16","C","B","5",4380,6,21,13.4562784071759,NA,NA,0.723533473409113,1.39710612118762,3.61707441523216
"4381","WUPA","S",2021,"S16","C","C","1",4381,2,3,2.04124145231932,NA,NA,0.50701674966048,0.730395820258237,2.02846648301194
"4382","WUPA","S",2021,"S16","C","C","2",4382,5,15,10.041580220928,NA,NA,0.694706372527521,1.35610222307263,3.27553512426375
"4383","WUPA","S",2021,"S16","C","C","3",4383,3,6,4.28660704987056,NA,NA,0.418125059124019,0.761116476577012,1.71858234433425
"4384","WUPA","S",2021,"S16","C","C","4",4384,2,3,2.04124145231932,NA,NA,0.473769605191996,0.888245811493532,1.90030832476876
"4385","WUPA","S",2021,"S16","C","C","5",4385,3,6,4.28660704987056,NA,NA,0.603550295857988,1.01009975935416,2.52238805970149
"4386","WUPA","S",2010,"S17","B","A","1",4386,3,6,4.28660704987056,NA,NA,0.467542548855984,0.756489586321659,1.87808433866676
"4387","WUPA","S",2010,"S17","B","A","2",4387,6,21,13.4562784071759,NA,NA,0.476889506050387,1.01150982285994,1.91164201744407
"4388","WUPA","S",2010,"S17","B","A","3",4388,3,6,4.28660704987056,NA,NA,0.644470868014269,1.225162497322,2.81270903010033
"4389","WUPA","S",2010,"S17","B","A","4",4389,5,15,10.041580220928,NA,NA,0.505478451424397,1.00101859518352,2.02215657311669
"4390","WUPA","S",2010,"S17","B","A","5",4390,5,15,10.041580220928,NA,NA,0.592717011556033,1.10892351829702,2.45529528208512
"4391","WUPA","S",2010,"S17","B","B","1",4391,5,15,10.041580220928,NA,NA,0.643876337693222,1.23013631921651,2.80801335559265
"4392","WUPA","S",2010,"S17","B","B","2",4392,6,21,13.4562784071759,NA,NA,0.349457481448213,0.777278032782759,1.53717854172877
"4393","WUPA","S",2010,"S17","B","B","3",4393,6,21,13.4562784071759,NA,NA,0.654545454545455,1.37027593593542,2.89473684210526
"4394","WUPA","S",2010,"S17","B","B","4",4394,4,10,6.97137002317335,NA,NA,0.295068027210885,0.634438458674364,1.41857659831122
"4395","WUPA","S",2010,"S17","B","B","5",4395,4,10,6.97137002317335,NA,NA,0.170798898071625,0.420512699687399,1.20598006644518
"4396","WUPA","S",2010,"S17","B","C","1",4396,7,28,17.1846588560844,NA,NA,0.674499249521246,1.39905917599577,3.07218953728733
"4397","WUPA","S",2010,"S17","B","C","2",4397,5,15,10.041580220928,NA,NA,0.740299038803845,1.48695282930703,3.85058259081563
"4398","WUPA","S",2010,"S17","B","C","3",4398,4,10,6.97137002317335,NA,NA,0.699826989619377,1.366154994907,3.3314121037464
"4399","WUPA","S",2010,"S17","B","C","4",4399,3,6,4.28660704987056,NA,NA,0.568047337278107,0.911017539712563,2.31506849315069
"4400","WUPA","S",2010,"S17","B","C","5",4400,3,6,4.28660704987056,NA,NA,0.581046175190077,0.95249145791863,2.38689788893488
"4401","WUPA","S",2013,"S17","B","A","1",4401,2,3,2.04124145231932,NA,NA,0.484117547137761,0.728739661090973,1.93842607836681
"4402","WUPA","S",2013,"S17","B","A","2",4402,5,15,10.041580220928,NA,NA,0.539925894925946,0.874983695781005,2.17356288687241
"4403","WUPA","S",2013,"S17","B","A","3",4403,6,21,13.4562784071759,NA,NA,0.265653200055532,0.568265942351733,1.36175441913224
"4404","WUPA","S",2013,"S17","B","A","4",4404,3,6,4.28660704987056,NA,NA,0.52465483234714,0.901647858732739,2.10373443983402
"4405","WUPA","S",2013,"S17","B","A","5",4405,5,15,10.041580220928,NA,NA,0.108460899489735,0.274276208951007,1.12165579661919
"4406","WUPA","S",2013,"S17","B","B","1",4406,4,10,6.97137002317335,NA,NA,0.400988520408163,0.702883036672877,1.66941708810221
"4407","WUPA","S",2013,"S17","B","B","2",4407,7,28,17.1846588560844,NA,NA,0.560472162605732,0.974023400020567,2.2751687491024
"4408","WUPA","S",2013,"S17","B","B","3",4408,4,10,6.97137002317335,NA,NA,0.0148144499381191,0.0520734878940954,1.01503721805216
"4409","WUPA","S",2013,"S17","B","B","4",4409,3,6,4.28660704987056,NA,NA,0.498821755113583,0.794174715342884,1.99529810043258
"4410","WUPA","S",2013,"S17","B","B","5",4410,2,3,2.04124145231932,NA,NA,0.293503200096607,0.513725282877328,1.41543457824118
"4411","WUPA","S",2013,"S17","B","C","1",4411,7,28,17.1846588560844,NA,NA,0.623583875945651,1.15840162859643,2.65663433656634
"4412","WUPA","S",2013,"S17","B","C","2",4412,6,21,13.4562784071759,NA,NA,0.744539112393744,1.55264603594622,3.91449356247955
"4413","WUPA","S",2013,"S17","B","C","3",4413,7,28,17.1846588560844,NA,NA,0.257554823396039,0.642435948465073,1.34690079686978
"4414","WUPA","S",2013,"S17","B","C","4",4414,1,1,0,NA,NA,0,0,1
"4415","WUPA","S",2013,"S17","B","C","5",4415,3,6,4.28660704987056,NA,NA,0.454815695600476,0.759205630424093,1.83424209378408
"4416","WUPA","S",2015,"S17","B","A","1",4416,6,21,13.4562784071759,NA,NA,0.204194531003816,0.442229796988331,1.25658849927406
"4417","WUPA","S",2015,"S17","B","A","2",4417,8,36,21.202725191719,NA,NA,0.304020023808797,0.702822109930421,1.436822946362
"4418","WUPA","S",2015,"S17","B","A","3",4418,5,15,10.041580220928,NA,NA,0.699826989619377,1.366154994907,3.3314121037464
"4419","WUPA","S",2015,"S17","B","A","4",4419,4,10,6.97137002317335,NA,NA,0.486643444874403,0.744166796264786,1.94796382751038
"4420","WUPA","S",2015,"S17","B","A","5",4420,6,21,13.4562784071759,NA,NA,0.661157024793388,1.4205719259467,2.95121951219512
"4421","WUPA","S",2015,"S17","B","B","1",4421,6,21,13.4562784071759,NA,NA,0.352480747380381,0.690710302765979,1.54435562487814
"4422","WUPA","S",2015,"S17","B","B","2",4422,5,15,10.041580220928,NA,NA,0.541666666666667,1.03758258735205,2.18181818181818
"4423","WUPA","S",2015,"S17","B","B","3",4423,5,15,10.041580220928,NA,NA,0.666666666666667,1.27464262571977,3
"4424","WUPA","S",2015,"S17","B","B","4",4424,5,15,10.041580220928,NA,NA,0.0432924241246764,0.127807147097664,1.0452514699542
"4425","WUPA","S",2015,"S17","B","B","5",4425,1,1,0,NA,NA,0.0543981481481483,0.14618463369029,1.05752753977968
"4426","WUPA","S",2015,"S17","B","C","1",4426,8,36,21.202725191719,NA,NA,0.534320364760497,0.87181495383761,2.14739903643347
